hour, ozeOutput, coalPlantOutput, ozeLimit, SoC, currentDemand, balance, status
1, 1798.7, 0.0, 99999.0,100, 133.00, 1665.68, STABLE
2, 383.0, 0.0, 383.0,100, 60.00, 323.00, STABLE
3, 60.0, 0.0, 60.0,73, 193.00, 0.00, CRITICAL
4, 1768.3, 0.0, 99999.9,100, 193.00, 1575.32, STABLE
5, 326.0, 0.0, 326.0,100, 193.00, 133.00, STABLE
6, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
7, 1003.3, 0.0, 99999.0,100, 459.00, 544.31, STABLE
8, 459.0, 0.0, 459.0,94, 489.00, 0.00, CRITICAL
9, 1597.4, 0.0, 99999.9,100, 489.00, 1108.44, STABLE
10, 519.0, 0.0, 519.0,100, 489.00, 30.00, STABLE
11, 489.0, 0.0, 489.0,100, 459.00, 30.00, STABLE
12, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
13, 1281.4, 0.0, 99999.0,100, 509.00, 772.43, STABLE
14, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
15, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
16, 1621.7, 0.0, 99999.9,100, 459.00, 1162.71, STABLE
17, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
18, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
19, 1132.7, 0.0, 99999.0,100, 489.00, 643.67, STABLE
20, 489.0, 0.0, 489.0,100, 223.00, 266.00, STABLE
21, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
22, 1300.8, 0.0, 99999.0,100, 223.00, 1077.76, STABLE
23, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
0, 1890.1, 0.0, 99999.0,100, 193.00, 1697.13, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 2072.5, 0.0, 99999.0,100, 193.00, 1879.54, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1955.2, 0.0, 99999.0,100, 193.00, 1762.22, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 1610.6, 0.0, 99999.0,100, 193.00, 1417.57, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 1365.8, 0.0, 99999.9,100, 489.00, 876.75, STABLE
9, 755.0, 0.0, 755.0,100, 489.00, 266.00, STABLE
10, 489.0, 0.0, 489.0,100, 489.00, 0.00, STABLE
11, 1450.9, 0.0, 99999.0,100, 459.00, 991.92, STABLE
12, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
13, 1251.5, 0.0, 99999.0,100, 459.00, 792.52, STABLE
14, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
15, 1632.8, 0.0, 99999.0,100, 459.00, 1173.77, STABLE
16, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
17, 1295.0, 0.0, 99999.9,100, 509.00, 785.97, STABLE
18, 559.0, 0.0, 559.0,100, 459.00, 100.00, STABLE
19, 459.0, 0.0, 459.0,94, 489.00, 0.00, CRITICAL
20, 1639.0, 0.0, 99999.9,100, 223.00, 1415.98, STABLE
21, 253.0, 0.0, 253.0,100, 223.00, 30.00, STABLE
22, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
23, 1342.8, 0.0, 99999.0,100, 223.00, 1119.81, STABLE
0, 223.0, 0.0, 223.0,100, 193.00, 30.00, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 1095.0, 0.0, 99999.0,100, 193.00, 902.01, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1797.7, 0.0, 99999.0,100, 193.00, 1604.69, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 2132.6, 0.0, 99999.0,100, 193.00, 1939.56, STABLE
7, 193.0, 0.0, 193.0,37, 509.00, 0.00, CRITICAL
8, 2261.0, 0.0, 99999.9,100, 539.00, 1722.00, STABLE
9, 855.0, 0.0, 855.0,100, 489.00, 366.00, STABLE
10, 489.0, 0.0, 489.0,100, 489.00, 0.00, STABLE
11, 1713.7, 0.0, 99999.0,100, 509.00, 1204.65, STABLE
12, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
13, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
14, 2078.5, 0.0, 99999.0,100, 459.00, 1619.52, STABLE
15, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
16, 1313.1, 0.0, 99999.9,100, 459.00, 854.07, STABLE
17, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
18, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
19, 883.7, 0.0, 99999.0,100, 489.00, 394.68, STABLE
20, 489.0, 0.0, 489.0,100, 223.00, 266.00, STABLE
21, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
22, 1075.0, 0.0, 99999.0,100, 223.00, 851.98, STABLE
23, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
0, 1823.0, 0.0, 99999.0,100, 193.00, 1629.98, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 1926.4, 0.0, 99999.0,100, 193.00, 1733.44, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1646.1, 0.0, 99999.0,100, 193.00, 1453.12, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 1785.9, 0.0, 99999.0,100, 193.00, 1592.89, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 2363.4, 0.0, 99999.9,100, 489.00, 1874.44, STABLE
9, 755.0, 0.0, 755.0,100, 489.00, 266.00, STABLE
10, 489.0, 0.0, 489.0,100, 489.00, 0.00, STABLE
11, 1841.6, 0.0, 99999.0,100, 459.00, 1382.62, STABLE
12, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
13, 2445.8, 0.0, 99999.0,100, 459.00, 1986.84, STABLE
14, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
15, 2326.8, 0.0, 99999.9,100, 509.00, 1817.82, STABLE
16, 559.0, 0.0, 559.0,100, 459.00, 100.00, STABLE
17, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
18, 2123.8, 0.0, 99999.0,100, 459.00, 1664.81, STABLE
19, 459.0, 0.0, 459.0,94, 489.00, 0.00, CRITICAL
20, 1622.4, 0.0, 99999.9,100, 223.00, 1399.39, STABLE
21, 253.0, 0.0, 253.0,100, 223.00, 30.00, STABLE
22, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
23, 1808.2, 0.0, 99999.0,100, 223.00, 1585.18, STABLE
0, 223.0, 0.0, 223.0,100, 193.00, 30.00, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 1143.9, 0.0, 99999.0,100, 193.00, 950.92, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1984.3, 0.0, 99999.0,100, 193.00, 1791.27, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 1530.8, 0.0, 99999.0,100, 193.00, 1337.78, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 1330.6, 0.0, 99999.9,100, 589.00, 741.57, STABLE
9, 855.0, 0.0, 855.0,100, 539.00, 316.00, STABLE
10, 539.0, 0.0, 539.0,100, 539.00, 0.00, STABLE
11, 2109.4, 0.0, 99999.0,100, 459.00, 1650.42, STABLE
12, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
13, 2064.1, 0.0, 99999.0,100, 459.00, 1605.13, STABLE
14, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
15, 2244.2, 0.0, 99999.0,100, 459.00, 1785.16, STABLE
16, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
17, 1550.5, 0.0, 99999.0,100, 459.00, 1091.51, STABLE
18, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
19, 2243.5, 0.0, 99999.0,100, 489.00, 1754.54, STABLE
20, 489.0, 0.0, 489.0,100, 223.00, 266.00, STABLE
21, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
22, 2329.9, 0.0, 99999.0,100, 223.00, 2106.95, STABLE
23, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
0, 2477.3, 0.0, 99999.0,100, 193.00, 2284.27, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 2375.0, 0.0, 99999.0,100, 193.00, 2181.97, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1521.6, 0.0, 99999.0,100, 193.00, 1328.58, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 1609.3, 0.0, 99999.0,100, 193.00, 1416.32, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 1270.3, 0.0, 99999.9,100, 489.00, 781.32, STABLE
9, 755.0, 0.0, 755.0,100, 489.00, 266.00, STABLE
10, 489.0, 0.0, 489.0,100, 489.00, 0.00, STABLE
11, 1651.1, 0.0, 99999.0,100, 509.00, 1142.14, STABLE
12, 509.0, 0.0, 509.0,100, 509.00, 0.00, STABLE
13, 1448.8, 0.0, 99999.0,100, 459.00, 989.83, STABLE
14, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
15, 1517.6, 0.0, 99999.0,100, 459.00, 1058.57, STABLE
16, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
17, 1849.8, 0.0, 99999.9,100, 459.00, 1390.80, STABLE
18, 509.0, 0.0, 509.0,90, 559.00, 0.00, CRITICAL
19, 1489.6, 0.0, 99999.9,100, 489.00, 1000.59, STABLE
20, 539.0, 0.0, 539.0,100, 223.00, 316.00, STABLE
21, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
22, 1163.1, 0.0, 99999.0,100, 223.00, 940.14, STABLE
23, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
0, 1708.2, 0.0, 99999.0,100, 193.00, 1515.17, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 1880.5, 0.0, 99999.0,100, 193.00, 1687.50, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1348.6, 0.0, 99999.0,100, 193.00, 1155.62, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 1491.4, 0.0, 99999.0,100, 193.00, 1298.35, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 999.3, 0.0, 99999.9,100, 489.00, 510.29, STABLE
9, 755.0, 0.0, 755.0,100, 489.00, 266.00, STABLE
10, 489.0, 0.0, 489.0,100, 489.00, 0.00, STABLE
11, 1801.8, 0.0, 99999.0,100, 459.00, 1342.80, STABLE
12, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
13, 1162.3, 0.0, 99999.0,100, 509.00, 653.26, STABLE
14, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
15, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
16, 1461.4, 0.0, 99999.0,100, 459.00, 1002.44, STABLE
17, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
18, 1350.0, 0.0, 99999.9,100, 459.00, 891.00, STABLE
19, 509.0, 0.0, 509.0,94, 539.00, 0.00, CRITICAL
20, 1654.0, 0.0, 99999.9,100, 223.00, 1431.00, STABLE
21, 253.0, 0.0, 253.0,100, 223.00, 30.00, STABLE
22, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
23, 2218.3, 0.0, 99999.0,100, 223.00, 1995.26, STABLE
0, 223.0, 0.0, 223.0,100, 193.00, 30.00, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 2445.8, 0.0, 99999.0,100, 193.00, 2252.84, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 2013.0, 0.0, 99999.0,100, 193.00, 1819.98, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 2131.1, 0.0, 99999.0,100, 193.00, 1938.06, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 1969.8, 0.0, 99999.9,100, 489.00, 1480.75, STABLE
9, 755.0, 0.0, 755.0,100, 489.00, 266.00, STABLE
10, 489.0, 0.0, 489.0,80, 589.00, 0.00, CRITICAL
11, 1406.6, 0.0, 99999.9,100, 459.00, 947.57, STABLE
12, 559.0, 0.0, 559.0,100, 509.00, 50.00, STABLE
13, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
14, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
15, 2083.4, 0.0, 99999.9,100, 459.00, 1624.38, STABLE
16, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
17, 459.0, 0.0, 459.0,90, 509.00, 0.00, CRITICAL
18, 1676.0, 0.0, 99999.9,100, 459.00, 1217.05, STABLE
19, 509.0, 0.0, 509.0,100, 489.00, 20.00, STABLE
20, 489.0, 0.0, 489.0,100, 223.00, 266.00, STABLE
21, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
22, 1625.6, 0.0, 99999.0,100, 223.00, 1402.65, STABLE
23, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
0, 1470.1, 0.0, 99999.0,100, 193.00, 1277.13, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 1791.5, 0.0, 99999.0,100, 193.00, 1598.54, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1971.7, 0.0, 99999.0,100, 193.00, 1778.67, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 1305.5, 0.0, 99999.0,100, 193.00, 1112.53, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 1745.1, 0.0, 99999.9,100, 489.00, 1256.09, STABLE
9, 755.0, 0.0, 755.0,100, 489.00, 266.00, STABLE
10, 489.0, 0.0, 489.0,100, 489.00, 0.00, STABLE
11, 1235.6, 0.0, 99999.0,100, 509.00, 726.55, STABLE
12, 509.0, 0.0, 509.0,100, 459.00, 50.00, STABLE
13, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
14, 1264.8, 0.0, 99999.0,100, 509.00, 755.75, STABLE
15, 509.0, 0.0, 509.0,100, 509.00, 0.00, STABLE
16, 1821.0, 0.0, 99999.0,100, 459.00, 1361.97, STABLE
17, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
18, 2166.3, 0.0, 99999.0,100, 509.00, 1657.30, STABLE
19, 509.0, 0.0, 509.0,100, 489.00, 20.00, STABLE
20, 489.0, 0.0, 489.0,100, 223.00, 266.00, STABLE
21, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
22, 2144.6, 0.0, 99999.0,100, 223.00, 1921.64, STABLE
23, 223.0, 0.0, 223.0,100, 223.00, 0.00, STABLE
0, 2207.2, 0.0, 99999.0,100, 193.00, 2014.15, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 2214.8, 0.0, 99999.0,100, 193.00, 2021.77, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 1666.2, 0.0, 99999.0,100, 193.00, 1473.16, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 1837.4, 0.0, 99999.0,100, 193.00, 1644.36, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 736.1, 0.0, 99999.9,86, 539.00, 197.13, STABLE
9, 1011.8, 0.0, 99999.0,100, 489.00, 522.78, STABLE
10, 557.9, 0.0, 557.9,100, 489.00, 68.87, STABLE
11, 489.0, 0.0, 489.0,100, 459.00, 30.00, STABLE
12, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
13, 850.5, 0.0, 99999.0,100, 559.00, 291.47, STABLE
14, 559.0, 0.0, 559.0,100, 459.00, 100.00, STABLE
15, 459.0, 0.0, 459.0,100, 459.00, 0.00, STABLE
16, 763.1, 0.0, 99999.0,100, 459.00, 304.05, STABLE
17, 422.9, 0.0, 459.0,93, 459.00, 0.00, CRITICAL
18, 689.9, 0.0, 99999.9,100, 509.00, 180.88, STABLE
19, 545.1, 0.0, 545.1,100, 489.00, 56.13, STABLE
20, 180.4, 0.0, 489.0,91, 223.00, 0.00, CRITICAL
21, 147.9, 0.0, 99999.9,76, 223.00, 0.00, CRITICAL
22, 681.4, 0.0, 99999.9,100, 223.00, 458.42, STABLE
23, 340.7, 0.0, 340.7,100, 223.00, 117.69, STABLE
0, 223.0, 0.0, 223.0,100, 193.00, 30.00, STABLE
1, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
2, 670.1, 0.0, 99999.0,100, 193.00, 477.11, STABLE
3, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
4, 319.2, 0.0, 99999.0,100, 193.00, 126.17, STABLE
5, 193.0, 0.0, 193.0,100, 193.00, 0.00, STABLE
6, 602.8, 0.0, 99999.0,100, 193.00, 409.80, STABLE
7, 193.0, 0.0, 193.0,47, 459.00, 0.00, CRITICAL
8, 595.7, 0.0, 99999.9,68, 489.00, 106.68, STABLE
9, 478.7, 0.0, 99999.0,66, 489.00, 0.00, CRITICAL
10, 740.6, 0.0, 99999.9,100, 489.00, 251.64, STABLE
11, 658.6, 200.0, 658.6,100, 459.00, 399.57, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 552.8, 200.0, 99999.0,100, 459.00, 293.79, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1143.6, 200.0, 99999.0,100, 459.00, 884.60, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 838.5, 200.0, 99999.0,100, 509.00, 529.47, STABLE
18, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 712.1, 200.0, 99999.9,100, 223.00, 689.09, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1074.0, 200.0, 99999.0,100, 223.00, 1050.95, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1133.4, 200.0, 99999.9,100, 539.00, 794.36, STABLE
9, 598.0, 200.0, 598.0,100, 539.00, 259.00, STABLE
10, 339.0, 200.0, 339.0,100, 539.00, 0.00, STABLE
11, 1145.3, 200.0, 99999.0,100, 459.00, 886.35, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 1437.9, 200.0, 99999.0,100, 459.00, 1178.88, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1085.1, 200.0, 99999.0,100, 459.00, 826.14, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 1031.5, 200.0, 99999.0,100, 459.00, 772.55, STABLE
18, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
19, 818.7, 200.0, 99999.0,100, 489.00, 529.69, STABLE
20, 289.0, 200.0, 289.0,100, 223.00, 266.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 660.2, 200.0, 99999.0,100, 223.00, 637.22, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 638.0, 200.0, 99999.0,100, 193.00, 645.05, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1819.0, 200.0, 99999.9,100, 489.00, 1530.03, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,90, 539.00, 0.00, CRITICAL
11, 1688.5, 200.0, 99999.9,100, 509.00, 1379.54, STABLE
12, 359.0, 200.0, 359.0,100, 509.00, 50.00, STABLE
13, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1694.1, 200.0, 99999.0,100, 459.00, 1435.07, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 1432.0, 200.0, 99999.0,100, 459.00, 1172.99, STABLE
18, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
19, 1660.3, 200.0, 99999.0,100, 489.00, 1371.35, STABLE
20, 289.0, 200.0, 289.0,100, 223.00, 266.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 2332.1, 200.0, 99999.0,100, 223.00, 2309.07, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 1989.6, 200.0, 99999.0,100, 193.00, 1996.60, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1391.9, 200.0, 99999.9,100, 489.00, 1102.87, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 1615.5, 200.0, 99999.0,100, 459.00, 1356.48, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 1356.7, 200.0, 99999.0,100, 509.00, 1047.71, STABLE
14, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
15, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
16, 1367.6, 200.0, 99999.0,100, 459.00, 1108.57, STABLE
17, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
18, 1412.6, 200.0, 99999.0,100, 459.00, 1153.62, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 1619.3, 200.0, 99999.9,100, 223.00, 1596.33, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1780.7, 200.0, 99999.0,100, 223.00, 1757.67, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1250.4, 200.0, 99999.9,100, 489.00, 961.38, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,90, 539.00, 0.00, CRITICAL
11, 1700.5, 200.0, 99999.9,100, 459.00, 1441.45, STABLE
12, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
13, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
14, 1198.6, 200.0, 99999.0,100, 459.00, 939.64, STABLE
15, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
16, 1380.1, 200.0, 99999.0,100, 459.00, 1121.11, STABLE
17, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
18, 1521.6, 200.0, 99999.9,100, 459.00, 1262.57, STABLE
19, 309.0, 200.0, 309.0,100, 489.00, 20.00, STABLE
20, 289.0, 200.0, 289.0,100, 223.00, 266.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 1945.3, 200.0, 99999.0,100, 223.00, 1922.31, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 2331.2, 200.0, 99999.0,100, 193.00, 2338.24, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1401.6, 200.0, 99999.9,100, 539.00, 1062.59, STABLE
9, 598.0, 200.0, 598.0,100, 489.00, 309.00, STABLE
10, 289.0, 200.0, 289.0,90, 539.00, 0.00, CRITICAL
11, 1717.4, 200.0, 99999.9,100, 459.00, 1458.37, STABLE
12, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
13, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
14, 918.8, 200.0, 99999.9,100, 459.00, 659.84, STABLE
15, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 1457.6, 200.0, 99999.0,100, 459.00, 1198.57, STABLE
18, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
19, 951.3, 200.0, 99999.0,100, 489.00, 662.29, STABLE
20, 289.0, 200.0, 289.0,100, 223.00, 266.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 1511.7, 200.0, 99999.0,100, 223.00, 1488.73, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 2286.1, 200.0, 99999.0,100, 193.00, 2293.11, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2267.6, 200.0, 99999.9,100, 489.00, 1978.59, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 1757.6, 200.0, 99999.0,100, 459.00, 1498.55, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
