hour, ozeOutput, coalPlantOutput, ozeLimit, SoC, currentDemand, balance, status
17, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
18, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
19, 1425.5, 200.0, 99999.0,100, 539.00, 1086.55, STABLE
20, 339.0, 200.0, 339.0,100, 223.00, 316.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 1383.3, 200.0, 99999.0,100, 223.00, 1360.31, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 1859.2, 200.0, 99999.0,100, 193.00, 1866.19, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1023.1, 200.0, 99999.9,100, 539.00, 684.13, STABLE
9, 598.0, 200.0, 598.0,100, 489.00, 309.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 966.9, 200.0, 99999.0,100, 459.00, 707.91, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
14, 987.7, 200.0, 99999.0,100, 459.00, 728.71, STABLE
15, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
16, 761.8, 200.0, 99999.0,100, 509.00, 452.83, STABLE
17, 309.0, 200.0, 309.0,100, 509.00, 0.00, STABLE
18, 782.9, 200.0, 99999.0,100, 459.00, 523.87, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 1105.3, 200.0, 99999.9,100, 223.00, 1082.26, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1060.7, 200.0, 99999.0,100, 223.00, 1037.74, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,28, 559.00, 0.00, CRITICAL
8, 1494.3, 200.0, 99999.9,100, 489.00, 1205.30, STABLE
9, 648.0, 200.0, 648.0,100, 539.00, 309.00, STABLE
10, 339.0, 200.0, 339.0,100, 489.00, 50.00, STABLE
11, 289.0, 200.0, 289.0,100, 459.00, 30.00, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 2211.9, 200.0, 99999.0,100, 509.00, 1902.95, STABLE
14, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
15, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
16, 2372.9, 200.0, 99999.0,100, 459.00, 2113.90, STABLE
17, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
18, 2085.1, 200.0, 99999.0,100, 459.00, 1826.10, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 1852.2, 200.0, 99999.9,100, 223.00, 1829.20, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 2167.7, 200.0, 99999.0,100, 223.00, 2144.66, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1701.4, 200.0, 99999.9,100, 489.00, 1412.40, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 1619.3, 200.0, 99999.0,100, 509.00, 1310.33, STABLE
12, 309.0, 200.0, 309.0,100, 509.00, 0.00, STABLE
13, 1446.2, 200.0, 99999.0,100, 459.00, 1187.21, STABLE
14, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
15, 1396.2, 200.0, 99999.9,100, 459.00, 1137.21, STABLE
16, 309.0, 200.0, 309.0,100, 509.00, 0.00, STABLE
17, 1547.0, 200.0, 99999.0,100, 459.00, 1287.99, STABLE
18, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
19, 1664.9, 200.0, 99999.0,100, 489.00, 1375.88, STABLE
20, 289.0, 200.0, 289.0,100, 223.00, 266.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 1810.6, 200.0, 99999.0,100, 223.00, 1787.55, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 1665.9, 200.0, 99999.0,100, 193.00, 1672.91, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2134.8, 200.0, 99999.9,100, 489.00, 1845.78, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 1918.4, 200.0, 99999.0,100, 459.00, 1659.44, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 1608.1, 200.0, 99999.0,100, 509.00, 1299.09, STABLE
14, 309.0, 200.0, 309.0,90, 559.00, 0.00, CRITICAL
15, 1026.5, 200.0, 99999.9,100, 459.00, 767.50, STABLE
16, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
17, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
18, 1307.1, 200.0, 99999.9,100, 459.00, 1048.14, STABLE
19, 309.0, 200.0, 309.0,94, 539.00, 0.00, CRITICAL
20, 768.9, 200.0, 99999.9,100, 223.00, 745.94, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1172.9, 200.0, 99999.0,100, 223.00, 1149.91, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1290.3, 200.0, 99999.9,100, 489.00, 1001.25, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 1890.8, 200.0, 99999.0,100, 509.00, 1581.83, STABLE
12, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
13, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
14, 1886.6, 200.0, 99999.0,100, 509.00, 1577.55, STABLE
15, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
16, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
17, 2125.2, 200.0, 99999.9,100, 509.00, 1816.21, STABLE
18, 359.0, 200.0, 359.0,100, 459.00, 100.00, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 2190.5, 200.0, 99999.9,100, 223.00, 2167.53, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1912.8, 200.0, 99999.0,100, 223.00, 1889.84, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2353.4, 200.0, 99999.9,100, 489.00, 2064.38, STABLE
9, 548.0, 200.0, 548.0,100, 539.00, 209.00, STABLE
10, 339.0, 200.0, 339.0,100, 489.00, 50.00, STABLE
11, 289.0, 200.0, 289.0,100, 459.00, 30.00, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 2327.5, 200.0, 99999.0,100, 459.00, 2068.49, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1722.7, 200.0, 99999.0,100, 509.00, 1413.68, STABLE
16, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
17, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
18, 1880.2, 200.0, 99999.0,100, 459.00, 1621.18, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 2218.6, 200.0, 99999.9,100, 223.00, 2195.62, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 2041.8, 200.0, 99999.0,100, 223.00, 2018.77, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2018.4, 200.0, 99999.9,100, 489.00, 1729.37, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 2209.2, 200.0, 99999.0,100, 459.00, 1950.22, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 2269.8, 200.0, 99999.0,100, 459.00, 2010.79, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 2280.2, 200.0, 99999.0,100, 459.00, 2021.21, STABLE
16, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
17, 2087.0, 200.0, 99999.9,100, 459.00, 1828.01, STABLE
18, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 1539.3, 200.0, 99999.9,100, 223.00, 1516.32, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1639.0, 200.0, 99999.0,100, 223.00, 1615.97, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2016.1, 200.0, 99999.9,100, 489.00, 1727.11, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 1389.2, 200.0, 99999.0,100, 459.00, 1130.21, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 1577.6, 200.0, 99999.0,100, 459.00, 1318.55, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1013.6, 200.0, 99999.0,100, 509.00, 704.60, STABLE
16, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
17, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
18, 1405.5, 200.0, 99999.0,100, 459.00, 1146.52, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 1345.6, 200.0, 99999.9,100, 223.00, 1322.57, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1723.3, 200.0, 99999.0,100, 223.00, 1700.31, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1099.9, 200.0, 99999.9,100, 489.00, 810.88, STABLE
9, 548.0, 200.0, 548.0,100, 539.00, 209.00, STABLE
10, 339.0, 200.0, 339.0,100, 489.00, 50.00, STABLE
11, 289.0, 200.0, 289.0,100, 459.00, 30.00, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 1996.8, 200.0, 99999.0,100, 459.00, 1737.83, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 2263.0, 200.0, 99999.0,100, 459.00, 2004.00, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 1626.2, 200.0, 99999.0,100, 459.00, 1367.22, STABLE
18, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
19, 1130.8, 200.0, 99999.9,100, 489.00, 841.82, STABLE
20, 339.0, 200.0, 339.0,100, 223.00, 316.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 2177.6, 200.0, 99999.0,100, 223.00, 2154.60, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 1698.5, 200.0, 99999.0,100, 193.00, 1705.45, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2078.1, 200.0, 99999.9,100, 489.00, 1789.14, STABLE
9, 548.0, 200.0, 548.0,100, 539.00, 209.00, STABLE
10, 339.0, 200.0, 339.0,100, 539.00, 0.00, STABLE
11, 2116.7, 200.0, 99999.0,100, 509.00, 1807.74, STABLE
12, 309.0, 200.0, 309.0,100, 509.00, 0.00, STABLE
13, 2431.1, 200.0, 99999.0,100, 459.00, 2172.13, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 2260.2, 200.0, 99999.0,100, 509.00, 1951.21, STABLE
16, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
17, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
18, 2274.3, 200.0, 99999.0,100, 459.00, 2015.30, STABLE
19, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
20, 2208.7, 200.0, 99999.9,100, 223.00, 2185.66, STABLE
21, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
22, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
23, 1788.9, 200.0, 99999.0,100, 223.00, 1765.92, STABLE
0, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2514.1, 200.0, 99999.9,100, 489.00, 2225.08, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 2161.7, 200.0, 99999.0,100, 509.00, 1852.70, STABLE
12, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
13, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
14, 1469.8, 200.0, 99999.9,100, 509.00, 1160.78, STABLE
15, 359.0, 200.0, 359.0,100, 459.00, 100.00, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 1262.8, 200.0, 99999.0,100, 459.00, 1003.78, STABLE
18, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
19, 1450.2, 200.0, 99999.9,100, 489.00, 1161.16, STABLE
20, 339.0, 200.0, 339.0,100, 223.00, 316.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 1107.9, 200.0, 99999.0,100, 223.00, 1084.89, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 1235.8, 200.0, 99999.0,100, 193.00, 1242.84, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1290.9, 200.0, 99999.9,100, 489.00, 1001.85, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 1449.4, 200.0, 99999.0,100, 459.00, 1190.43, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 1404.2, 200.0, 99999.0,100, 459.00, 1145.15, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1442.3, 200.0, 99999.0,100, 509.00, 1133.30, STABLE
16, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
17, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
18, 1192.2, 200.0, 99999.9,100, 459.00, 933.21, STABLE
19, 309.0, 200.0, 309.0,100, 489.00, 20.00, STABLE
20, 289.0, 200.0, 289.0,100, 223.00, 266.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 1712.8, 200.0, 99999.0,100, 223.00, 1689.84, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 2147.5, 200.0, 99999.0,100, 193.00, 2154.52, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 2387.7, 200.0, 99999.9,100, 489.00, 2098.74, STABLE
9, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
10, 289.0, 200.0, 289.0,100, 489.00, 0.00, STABLE
11, 2003.2, 200.0, 99999.0,100, 459.00, 1744.20, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 1834.5, 200.0, 99999.0,100, 459.00, 1575.51, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1373.2, 200.0, 99999.0,100, 459.00, 1114.23, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 1058.5, 200.0, 99999.0,100, 459.00, 799.52, STABLE
18, 259.0, 200.0, 259.0,90, 509.00, 0.00, CRITICAL
19, 1074.8, 200.0, 99999.9,100, 489.00, 785.85, STABLE
20, 339.0, 200.0, 339.0,100, 223.00, 316.00, STABLE
21, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
22, 1078.8, 200.0, 99999.0,100, 223.00, 1055.79, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 1210.5, 200.0, 99999.0,100, 193.00, 1217.49, STABLE
1, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
8, 1557.1, 200.0, 99999.9,100, 489.00, 1268.05, STABLE
9, 548.0, 200.0, 548.0,100, 539.00, 209.00, STABLE
10, 339.0, 200.0, 339.0,100, 489.00, 50.00, STABLE
11, 289.0, 200.0, 289.0,100, 459.00, 30.00, STABLE
12, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
13, 519.3, 200.0, 99999.0,100, 459.00, 260.31, STABLE
14, 259.0, 200.0, 259.0,100, 0.00, 459.00, STABLE
15, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
16, 1508.1, 200.0, 99999.9,100, 459.00, 1249.12, STABLE
17, 518.0, 200.0, 518.0,100, 459.00, 259.00, STABLE
18, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
19, 1444.8, 200.0, 99999.0,100, 459.00, 1185.85, STABLE
20, 259.0, 200.0, 259.0,94, 489.00, 0.00, CRITICAL
21, 966.3, 200.0, 99999.9,100, 223.00, 943.25, STABLE
22, 53.0, 200.0, 53.0,100, 223.00, 30.00, STABLE
23, 23.0, 200.0, 23.0,100, 223.00, 0.00, STABLE
0, 1126.0, 200.0, 99999.0,100, 223.00, 1103.03, STABLE
1, 23.0, 200.0, 23.0,100, 193.00, 30.00, STABLE
2, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
3, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
4, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
5, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
6, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
7, 0.0, 200.0, 0.0,100, 193.00, 7.00, STABLE
8, 0.0, 200.0, 0.0,48, 459.00, 0.00, CRITICAL
9, 1595.6, 200.0, 99999.9,100, 489.00, 1306.57, STABLE
10, 548.0, 200.0, 548.0,100, 489.00, 259.00, STABLE
11, 289.0, 200.0, 289.0,90, 539.00, 0.00, CRITICAL
12, 1147.9, 200.0, 99999.9,100, 459.00, 888.92, STABLE
13, 309.0, 200.0, 309.0,100, 459.00, 50.00, STABLE
14, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
15, 1234.8, 200.0, 99999.0,100, 459.00, 975.83, STABLE
16, 259.0, 200.0, 259.0,100, 459.00, 0.00, STABLE
17, 1517.5, 200.0, 99999.0,100, 459.00, 1258.50, STABLE
